Year, Month, Day, Hour, Minute, Second, Themistor, Temperature Probe, Platinum Rtd
2014, 10, 1, 1, 11, 22, 5.36, 18.90, 3.48
2014, 10, 1, 1, 11, 23, 5.92, 18.74, 3.75
2014, 10, 1, 1, 11, 24, 6.44, 19.14, 4.05
2014, 10, 1, 1, 11, 25, 6.90, 19.30, 4.32
2014, 10, 1, 1, 11, 27, 7.37, 16.81, 4.59
2014, 10, 1, 1, 11, 28, 7.80, 18.10, 4.89
2014, 10, 1, 1, 11, 29, 8.21, 19.38, 5.19
2014, 10, 1, 1, 11, 30, 8.74, 19.95, 5.46
2014, 10, 1, 1, 11, 31, 8.76, 19.06, 5.73
2014, 10, 1, 1, 11, 32, 9.55, 18.34, 6.00
2014, 10, 1, 1, 11, 33, 9.89, 20.11, 6.30
2014, 10, 1, 1, 11, 34, 10.31, 19.71, 6.57
2014, 10, 1, 1, 11, 35, 10.62, 19.71, 6.81
2014, 10, 1, 1, 11, 36, 11.00, 19.63, 7.08
2014, 10, 1, 1, 11, 37, 11.40, 18.58, 7.35
2014, 10, 1, 1, 11, 39, 11.64, 18.10, 7.61
2014, 10, 1, 1, 11, 40, 12.37, 18.74, 7.85
2014, 10, 1, 1, 11, 41, 12.67, 18.98, 8.09
2014, 10, 1, 1, 11, 42, 12.59, 18.90, 8.32
2014, 10, 1, 1, 11, 43, 12.85, 20.19, 8.56
2014, 10, 1, 1, 11, 44, 13.15, 18.42, 8.79
2014, 10, 1, 1, 11, 45, 13.37, 18.90, 8.99
2014, 10, 1, 1, 11, 46, 13.68, 20.11, 9.23
2014, 10, 1, 1, 11, 47, 13.92, 18.50, 9.40
2014, 10, 1, 1, 11, 48, 14.03, 19.55, 9.63
2014, 10, 1, 1, 11, 50, 14.24, 19.47, 9.84
2014, 10, 1, 1, 11, 51, 14.44, 18.42, 10.04
2014, 10, 1, 1, 11, 52, 14.68, 18.50, 10.24
2014, 10, 1, 1, 11, 53, 14.83, 18.98, 10.44
2014, 10, 1, 1, 11, 54, 15.11, 18.74, 10.61
2014, 10, 1, 1, 11, 55, 15.20, 18.58, 10.81
2014, 10, 1, 1, 11, 56, 15.33, 18.42, 10.98
2014, 10, 1, 1, 11, 57, 15.50, 18.74, 11.15
2014, 10, 1, 1, 11, 58, 15.59, 20.35, 11.32
2014, 10, 1, 1, 11, 59, 15.80, 18.82, 11.49
2014, 10, 1, 1, 12, 0, 15.91, 20.75, 11.69
2014, 10, 1, 1, 12, 2, 15.84, 20.19, 11.82
2014, 10, 1, 1, 12, 3, 16.17, 18.90, 12.03
2014, 10, 1, 1, 12, 4, 16.28, 20.51, 12.16
2014, 10, 1, 1, 12, 5, 16.58, 20.43, 12.30
2014, 10, 1, 1, 12, 6, 16.49, 19.22, 12.50
2014, 10, 1, 1, 12, 7, 16.58, 20.67, 12.63
2014, 10, 1, 1, 12, 8, 16.68, 18.82, 12.77
2014, 10, 1, 1, 12, 9, 16.75, 20.19, 12.90
2014, 10, 1, 1, 12, 10, 16.81, 20.27, 13.07
2014, 10, 1, 1, 12, 12, 16.94, 19.55, 13.24
2014, 10, 1, 1, 12, 13, 17.09, 18.18, 13.34
2014, 10, 1, 1, 12, 14, 17.12, 18.82, 13.48
2014, 10, 1, 1, 12, 15, 17.20, 19.14, 13.61
2014, 10, 1, 1, 12, 16, 17.27, 19.22, 13.74
2014, 10, 1, 1, 12, 17, 17.35, 20.11, 13.88
2014, 10, 1, 1, 12, 18, 17.42, 19.71, 13.98
2014, 10, 1, 1, 12, 19, 17.44, 19.71, 14.12
2014, 10, 1, 1, 12, 21, 17.48, 19.22, 14.18
2014, 10, 1, 1, 12, 22, 17.57, 21.00, 14.32
2014, 10, 1, 1, 12, 23, 17.63, 20.19, 14.42
2014, 10, 1, 1, 12, 24, 17.67, 20.84, 14.52
2014, 10, 1, 1, 12, 25, 17.76, 20.84, 14.62
2014, 10, 1, 1, 12, 26, 17.70, 20.84, 14.72
2014, 10, 1, 1, 12, 27, 17.85, 20.59, 14.82
2014, 10, 1, 1, 12, 28, 17.89, 21.16, 14.89
2014, 10, 1, 1, 12, 29, 17.91, 21.40, 14.99
2014, 10, 1, 1, 12, 30, 17.98, 20.75, 15.09
2014, 10, 1, 1, 12, 31, 18.02, 20.51, 15.19
2014, 10, 1, 1, 12, 33, 18.06, 21.48, 15.26
2014, 10, 1, 1, 12, 34, 18.10, 21.40, 15.33
2014, 10, 1, 1, 12, 35, 18.30, 21.24, 15.43
2014, 10, 1, 1, 12, 36, 18.21, 19.30, 15.50
2014, 10, 1, 1, 12, 37, 18.21, 20.27, 15.60
2014, 10, 1, 1, 12, 38, 18.25, 20.84, 15.67
2014, 10, 1, 1, 12, 39, 18.28, 19.95, 15.73
2014, 10, 1, 1, 12, 40, 18.34, 20.43, 15.80
2014, 10, 1, 1, 12, 41, 18.36, 18.90, 15.90
2014, 10, 1, 1, 12, 42, 18.41, 21.08, 15.97
2014, 10, 1, 1, 12, 44, 18.45, 19.06, 16.04
2014, 10, 1, 1, 12, 45, 18.51, 21.08, 16.11
2014, 10, 1, 1, 12, 46, 18.53, 21.08, 16.17
2014, 10, 1, 1, 12, 47, 18.47, 20.92, 16.24
2014, 10, 1, 1, 12, 48, 18.58, 20.27, 16.27
2014, 10, 1, 1, 12, 49, 18.68, 20.84, 16.38
2014, 10, 1, 1, 12, 50, 18.68, 20.84, 16.44
2014, 10, 1, 1, 12, 51, 18.71, 19.79, 16.48
2014, 10, 1, 1, 12, 52, 18.75, 19.63, 16.54
2014, 10, 1, 1, 12, 53, 18.73, 19.47, 16.61
2014, 10, 1, 1, 12, 54, 18.92, 20.59, 16.68
2014, 10, 1, 1, 12, 56, 18.79, 20.67, 16.71
2014, 10, 1, 1, 12, 57, 18.86, 19.22, 16.78
2014, 10, 1, 1, 12, 58, 18.90, 20.92, 16.85
2014, 10, 1, 1, 12, 59, 18.90, 19.55, 16.88
2014, 10, 1, 1, 13, 0, 18.94, 21.00, 16.95
2014, 10, 1, 1, 13, 1, 18.94, 21.00, 16.98
2014, 10, 1, 1, 13, 2, 19.03, 21.24, 17.05
2014, 10, 1, 1, 13, 3, 19.03, 20.67, 17.08
2014, 10, 1, 1, 13, 4, 19.07, 21.08, 17.15
2014, 10, 1, 1, 13, 5, 19.09, 20.51, 17.19
2014, 10, 1, 1, 13, 7, 19.16, 20.75, 17.25
2014, 10, 1, 1, 13, 8, 19.18, 20.43, 17.29
2014, 10, 1, 1, 13, 9, 19.20, 20.19, 17.32
2014, 10, 1, 1, 13, 10, 19.27, 20.67, 17.42
2014, 10, 1, 1, 13, 11, 19.31, 21.24, 17.42
2014, 10, 1, 1, 13, 12, 19.33, 21.32, 17.46
2014, 10, 1, 1, 13, 13, 19.44, 21.00, 17.52
2014, 10, 1, 1, 13, 15, 19.35, 19.38, 17.56
2014, 10, 1, 1, 13, 16, 19.35, 19.79, 17.62
2014, 10, 1, 1, 13, 17, 19.44, 20.35, 17.59
2014, 10, 1, 1, 13, 18, 19.44, 19.79, 17.69
2014, 10, 1, 1, 13, 19, 19.46, 19.71, 17.76
2014, 10, 1, 1, 13, 20, 19.48, 19.38, 17.76
2014, 10, 1, 1, 13, 21, 19.54, 20.19, 17.79
2014, 10, 1, 1, 13, 22, 19.50, 19.87, 17.83
2014, 10, 1, 1, 13, 23, 19.50, 20.75, 17.86
2014, 10, 1, 1, 13, 24, 19.54, 19.95, 17.89
2014, 10, 1, 1, 13, 26, 19.63, 20.84, 17.93
2014, 10, 1, 1, 13, 27, 19.57, 19.87, 17.96
2014, 10, 1, 1, 13, 28, 19.63, 20.67, 18.03
2014, 10, 1, 1, 13, 29, 19.65, 19.71, 18.03
2014, 10, 1, 1, 13, 30, 19.67, 21.64, 18.10
2014, 10, 1, 1, 13, 31, 19.65, 19.47, 18.10
2014, 10, 1, 1, 13, 32, 19.70, 19.71, 18.13
2014, 10, 1, 1, 13, 33, 19.65, 20.59, 18.16
2014, 10, 1, 1, 13, 34, 19.70, 19.47, 18.20
2014, 10, 1, 1, 13, 35, 19.78, 20.84, 18.23
2014, 10, 1, 1, 13, 36, 19.72, 19.95, 18.23
2014, 10, 1, 1, 13, 38, 19.70, 20.51, 18.27
